Lon_io_S,Lon_ifp_S,Lat_ifp_S,Lon_io_N,Lon_ifp_N,Lat_ifp_N
315.1,-34.4856,-65.193,315.1,-81.6309,68.9277
315.2,-34.4001,-65.1829,315.2,-81.5488,68.9334
315.3,-34.3145,-65.1728,315.3,-81.4668,68.9391
315.4,-34.2288,-65.1628,315.4,-81.3848,68.9449
315.5,-34.1432,-65.1527,315.5,-81.303,68.9506
315.6,-34.0575,-65.1426,315.6,-81.2213,68.9563
315.7,-33.9717,-65.1325,315.7,-81.1396,68.962
315.8,-33.886,-65.1224,315.8,-81.0581,68.9677
315.9,-33.8001,-65.1123,315.9,-80.9767,68.9734
316,-33.7143,-65.1022,316,-80.8953,68.9791
316.1,-33.6284,-65.0921,316.1,-80.814,68.9848
316.2,-33.5425,-65.082,316.2,-80.7329,68.9905
316.3,-33.4565,-65.072,316.3,-80.6518,68.9962
316.4,-33.3705,-65.0619,316.4,-80.5708,69.0019
316.5,-33.2845,-65.0518,316.5,-80.4898,69.0076
316.6,-33.1984,-65.0417,316.6,-80.409,69.0132
316.7,-33.1123,-65.0316,316.7,-80.3282,69.0189
316.8,-33.0262,-65.0216,316.8,-80.2475,69.0246
316.9,-32.94,-65.0115,316.9,-80.1669,69.0303
317,-32.8538,-65.0014,317,-80.0864,69.0359
317.1,-32.7676,-64.9913,317.1,-80.0059,69.0416
317.2,-32.6813,-64.9813,317.2,-79.9255,69.0473
317.3,-32.595,-64.9712,317.3,-79.8452,69.0529
317.4,-32.5086,-64.9612,317.4,-79.765,69.0586
317.5,-32.4222,-64.9511,317.5,-79.6847,69.0642
317.6,-32.3358,-64.941,317.6,-79.6046,69.0699
317.7,-32.2493,-64.931,317.7,-79.5245,69.0756
317.8,-32.1628,-64.9209,317.8,-79.4446,69.0812
317.9,-32.0763,-64.9109,317.9,-79.3646,69.0869
318,-31.9897,-64.9008,318,-79.2847,69.0925
318.1,-31.9031,-64.8907,318.1,-79.2049,69.0982
318.2,-31.8164,-64.8807,318.2,-79.125,69.1038
318.3,-31.7298,-64.8706,318.3,-79.0453,69.1095
318.4,-31.643,-64.8606,318.4,-78.9657,69.1151
318.5,-31.5563,-64.8506,318.5,-78.886,69.1208
318.6,-31.4695,-64.8405,318.6,-78.8064,69.1264
318.7,-31.3826,-64.8305,318.7,-78.7269,69.1321
318.8,-31.2958,-64.8204,318.8,-78.6474,69.1377
318.9,-31.2089,-64.8104,318.9,-78.568,69.1434
319,-31.1219,-64.8004,319,-78.4886,69.149
319.1,-31.0349,-64.7903,319.1,-78.4091,69.1547
319.2,-30.9479,-64.7803,319.2,-78.3298,69.1604
319.3,-30.8608,-64.7703,319.3,-78.2505,69.166
319.4,-30.7737,-64.7603,319.4,-78.1712,69.1717
319.5,-30.6866,-64.7502,319.5,-78.092,69.1773
319.6,-30.5995,-64.7402,319.6,-78.0128,69.183
319.7,-30.5122,-64.7302,319.7,-77.9336,69.1887
319.8,-30.425,-64.7202,319.8,-77.8544,69.1943
319.9,-30.3377,-64.7102,319.9,-77.7752,69.2
320,-30.2504,-64.7002,320,-77.6961,69.2057
320.1,-30.1631,-64.6902,320.1,-77.617,69.2113
320.2,-30.0757,-64.6802,320.2,-77.5379,69.217
320.3,-29.9883,-64.6702,320.3,-77.4589,69.2227
320.4,-29.9008,-64.6602,320.4,-77.3798,69.2284
320.5,-29.8133,-64.6502,320.5,-77.3008,69.2341
320.6,-29.7258,-64.6402,320.6,-77.2217,69.2398
320.7,-29.6382,-64.6302,320.7,-77.1427,69.2455
320.8,-29.5506,-64.6202,320.8,-77.0637,69.2512
320.9,-29.463,-64.6102,320.9,-76.9847,69.2569
321,-29.3753,-64.6002,321,-76.9057,69.2626
321.1,-29.2876,-64.5903,321.1,-76.8267,69.2683
321.2,-29.1998,-64.5803,321.2,-76.7477,69.274
321.3,-29.1121,-64.5703,321.3,-76.6687,69.2797
321.4,-29.0242,-64.5604,321.4,-76.5897,69.2855
321.5,-28.9364,-64.5504,321.5,-76.5107,69.2912
321.6,-28.8484,-64.5404,321.6,-76.4316,69.2969
321.7,-28.7605,-64.5305,321.7,-76.3526,69.3027
321.8,-28.6725,-64.5205,321.8,-76.2736,69.3084
321.9,-28.5846,-64.5106,321.9,-76.1945,69.3142
322,-28.4965,-64.5006,322,-76.1154,69.32
322.1,-28.4084,-64.4907,322.1,-76.0364,69.3257
322.2,-28.3203,-64.4808,322.2,-75.9572,69.3315
322.3,-28.2322,-64.4708,322.3,-75.8781,69.3373
322.4,-28.144,-64.4609,322.4,-75.799,69.3431
322.5,-28.0558,-64.451,322.5,-75.7198,69.3489
322.6,-27.9676,-64.4411,322.6,-75.6406,69.3547
322.7,-27.8793,-64.4311,322.7,-75.5614,69.3605
322.8,-27.791,-64.4212,322.8,-75.4822,69.3663
322.9,-27.7026,-64.4113,322.9,-75.4029,69.3721
323,-27.6142,-64.4014,323,-75.3236,69.3779
323.1,-27.5258,-64.3915,323.1,-75.2442,69.3838
323.2,-27.4374,-64.3816,323.2,-75.1649,69.3896
323.3,-27.3489,-64.3717,323.3,-75.0855,69.3955
323.4,-27.2604,-64.3618,323.4,-75.006,69.4014
323.5,-27.1718,-64.3519,323.5,-74.9265,69.4073
323.6,-27.0832,-64.3421,323.6,-74.847,69.4131
323.7,-26.9946,-64.3322,323.7,-74.7674,69.419
323.8,-26.906,-64.3223,323.8,-74.6878,69.4249
323.9,-26.8173,-64.3125,323.9,-74.6081,69.4309
324,-26.7286,-64.3026,324,-74.5284,69.4368
324.1,-26.6398,-64.2927,324.1,-74.4486,69.4427
324.2,-26.551,-64.2829,324.2,-74.3688,69.4487
324.3,-26.4622,-64.273,324.3,-74.2889,69.4546
324.4,-26.3734,-64.2632,324.4,-74.209,69.4606
324.5,-26.2845,-64.2534,324.5,-74.129,69.4666
324.6,-26.1956,-64.2435,324.6,-74.0489,69.4725
324.7,-26.1066,-64.2337,324.7,-73.9688,69.4786
324.8,-26.0176,-64.2239,324.8,-73.8886,69.4846
324.9,-25.9286,-64.2141,324.9,-73.8084,69.4906
325,-25.8396,-64.2043,325,-73.7281,69.4966
325.1,-25.7505,-64.1945,325.1,-73.6477,69.5027
325.2,-25.6614,-64.1847,325.2,-73.5673,69.5087
325.3,-25.5723,-64.1749,325.3,-73.4867,69.5148
325.4,-25.4831,-64.1651,325.4,-73.4061,69.5209
325.5,-25.3939,-64.1553,325.5,-73.3255,69.527
325.6,-25.3047,-64.1455,325.6,-73.2447,69.5331
325.7,-25.2154,-64.1358,325.7,-73.1639,69.5392
325.8,-25.1262,-64.126,325.8,-73.083,69.5454
325.9,-25.0369,-64.1162,325.9,-73.002,69.5515
326,-24.9475,-64.1065,326,-72.9209,69.5577
326.1,-24.8582,-64.0967,326.1,-72.8398,69.5639
326.2,-24.7687,-64.087,326.2,-72.7585,69.57
326.3,-24.6793,-64.0773,326.3,-72.6772,69.5763
326.4,-24.5898,-64.0676,326.4,-72.5958,69.5825
326.5,-24.5004,-64.0578,326.5,-72.5143,69.5887
326.6,-24.4108,-64.0481,326.6,-72.4327,69.595
326.7,-24.3213,-64.0384,326.7,-72.351,69.6012
326.8,-24.2317,-64.0287,326.8,-72.2692,69.6075
326.9,-24.1421,-64.019,326.9,-72.1873,69.6138
327,-24.0525,-64.0093,327,-72.1053,69.6201
327.1,-23.9628,-63.9996,327.1,-72.0232,69.6265
327.2,-23.8731,-63.99,327.2,-71.941,69.6328
327.3,-23.7834,-63.9803,327.3,-71.8588,69.6392
327.4,-23.6937,-63.9706,327.4,-71.7763,69.6455
327.5,-23.6039,-63.961,327.5,-71.6938,69.6519
327.6,-23.5141,-63.9514,327.6,-71.6112,69.6584
327.7,-23.4243,-63.9417,327.7,-71.5285,69.6648
327.8,-23.3344,-63.9321,327.8,-71.4456,69.6712
327.9,-23.2446,-63.9225,327.9,-71.3627,69.6777
328,-23.1547,-63.9129,328,-71.2796,69.6842
328.1,-23.0648,-63.9032,328.1,-71.1964,69.6907
328.2,-22.9748,-63.8936,328.2,-71.1131,69.6972
328.3,-22.8848,-63.8841,328.3,-71.0297,69.7037
328.4,-22.7949,-63.8745,328.4,-70.9462,69.7103
328.5,-22.7048,-63.8649,328.5,-70.8625,69.7169
328.6,-22.6148,-63.8553,328.6,-70.7787,69.7235
328.7,-22.5247,-63.8458,328.7,-70.6947,69.7301
328.8,-22.4346,-63.8362,328.8,-70.6107,69.7367
328.9,-22.3445,-63.8267,328.9,-70.5265,69.7434
329,-22.2543,-63.8171,329,-70.4422,69.75
329.1,-22.1642,-63.8076,329.1,-70.3578,69.7567
329.2,-22.074,-63.7981,329.2,-70.2732,69.7635
329.3,-21.9838,-63.7886,329.3,-70.1885,69.7702
329.4,-21.8936,-63.7791,329.4,-70.1036,69.7769
329.5,-21.8033,-63.7696,329.5,-70.0187,69.7837
329.6,-21.713,-63.7601,329.6,-69.9335,69.7905
329.7,-21.6227,-63.7506,329.7,-69.8483,69.7973
329.8,-21.5324,-63.7411,329.8,-69.7629,69.8042
329.9,-21.442,-63.7317,329.9,-69.6774,69.8111
330,-21.3517,-63.7222,330,-69.5917,69.8179
330.1,-21.2613,-63.7128,330.1,-69.5059,69.8248
330.2,-21.1709,-63.7034,330.2,-69.4199,69.8318
330.3,-21.0804,-63.6939,330.3,-69.3337,69.8387
330.4,-20.99,-63.6845,330.4,-69.2474,69.8457
330.5,-20.8995,-63.6751,330.5,-69.161,69.8527
330.6,-20.8091,-63.6657,330.6,-69.0744,69.8597
330.7,-20.7185,-63.6563,330.7,-68.9877,69.8668
330.8,-20.6281,-63.647,330.8,-68.9008,69.8739
330.9,-20.5375,-63.6376,330.9,-68.8137,69.881
331,-20.4469,-63.6282,331,-68.7266,69.8881
331.1,-20.3563,-63.6189,331.1,-68.6392,69.8952
331.2,-20.2657,-63.6096,331.2,-68.5516,69.9024
331.3,-20.1751,-63.6002,331.3,-68.464,69.9096
331.4,-20.0845,-63.5909,331.4,-68.3761,69.9168
331.5,-19.9938,-63.5816,331.5,-68.288,69.9241
331.6,-19.9032,-63.5723,331.6,-68.1999,69.9313
331.7,-19.8125,-63.563,331.7,-68.1115,69.9386
331.8,-19.7218,-63.5537,331.8,-68.023,69.946
331.9,-19.6311,-63.5445,331.9,-67.9343,69.9533
332,-19.5403,-63.5352,332,-67.8454,69.9607
332.1,-19.4496,-63.526,332.1,-67.7564,69.9681
332.2,-19.3588,-63.5168,332.2,-67.6672,69.9755
332.3,-19.268,-63.5075,332.3,-67.5779,69.983
332.4,-19.1772,-63.4983,332.4,-67.4883,69.9905
332.5,-19.0864,-63.4891,332.5,-67.3985,69.998
332.6,-18.9956,-63.4799,332.6,-67.3086,70.0055
332.7,-18.9047,-63.4707,332.7,-67.2185,70.0131
332.8,-18.8139,-63.4616,332.8,-67.1282,70.0207
332.9,-18.723,-63.4524,332.9,-67.0378,70.0283
333,-18.6321,-63.4433,333,-66.9471,70.036
333.1,-18.5412,-63.4341,333.1,-66.8563,70.0437
333.2,-18.4503,-63.425,333.2,-66.7653,70.0514
333.3,-18.3594,-63.4159,333.3,-66.6741,70.0592
333.4,-18.2685,-63.4068,333.4,-66.5827,70.0669
333.5,-18.1775,-63.3977,333.5,-66.4911,70.0747
333.6,-18.0865,-63.3886,333.6,-66.3994,70.0826
333.7,-17.9955,-63.3796,333.7,-66.3074,70.0905
333.8,-17.9046,-63.3705,333.8,-66.2153,70.0984
333.9,-17.8136,-63.3615,333.9,-66.1229,70.1063
334,-17.7226,-63.3524,334,-66.0304,70.1143
334.1,-17.6316,-63.3434,334.1,-65.9376,70.1222
334.2,-17.5405,-63.3344,334.2,-65.8447,70.1303
334.3,-17.4495,-63.3254,334.3,-65.7516,70.1383
334.4,-17.3585,-63.3164,334.4,-65.6583,70.1464
334.5,-17.2674,-63.3075,334.5,-65.5647,70.1546
334.6,-17.1763,-63.2985,334.6,-65.471,70.1627
334.7,-17.0852,-63.2896,334.7,-65.377,70.1709
334.8,-16.9942,-63.2806,334.8,-65.2829,70.1791
334.9,-16.9031,-63.2717,334.9,-65.1886,70.1874
335,-16.812,-63.2628,335,-65.0941,70.1957
335.1,-16.7208,-63.2539,335.1,-64.9993,70.204
335.2,-16.6297,-63.245,335.2,-64.9044,70.2124
335.3,-16.5386,-63.2362,335.3,-64.8092,70.2208
335.4,-16.4474,-63.2273,335.4,-64.7138,70.2292
335.5,-16.3563,-63.2185,335.5,-64.6182,70.2377
335.6,-16.2652,-63.2096,335.6,-64.5224,70.2462
335.7,-16.174,-63.2008,335.7,-64.4264,70.2547
335.8,-16.0828,-63.192,335.8,-64.3302,70.2633
335.9,-15.9916,-63.1832,335.9,-64.2338,70.2719
336,-15.9005,-63.1744,336,-64.1372,70.2806
336.1,-15.8093,-63.1657,336.1,-64.0403,70.2893
336.2,-15.7181,-63.1569,336.2,-63.9432,70.298
336.3,-15.627,-63.1482,336.3,-63.8459,70.3068
336.4,-15.5357,-63.1395,336.4,-63.7483,70.3156
336.5,-15.4445,-63.1308,336.5,-63.6507,70.3244
336.6,-15.3533,-63.1221,336.6,-63.5527,70.3333
336.7,-15.2621,-63.1134,336.7,-63.4545,70.3422
336.8,-15.1709,-63.1047,336.8,-63.3561,70.3511
336.9,-15.0797,-63.0961,336.9,-63.2575,70.3601
337,-14.9884,-63.0874,337,-63.1586,70.3692
337.1,-14.8972,-63.0788,337.1,-63.0596,70.3782
337.2,-14.806,-63.0702,337.2,-62.9603,70.3873
337.3,-14.7148,-63.0616,337.3,-62.8607,70.3965
337.4,-14.6235,-63.053,337.4,-62.761,70.4057
337.5,-14.5323,-63.0444,337.5,-62.661,70.4149
337.6,-14.441,-63.0359,337.6,-62.5608,70.4242
337.7,-14.3498,-63.0273,337.7,-62.4604,70.4335
337.8,-14.2585,-63.0188,337.8,-62.3597,70.4429
337.9,-14.1673,-63.0103,337.9,-62.2588,70.4523
338,-14.076,-63.0018,338,-62.1577,70.4617
338.1,-13.9848,-62.9933,338.1,-62.0563,70.4712
338.2,-13.8935,-62.9848,338.2,-61.9547,70.4807
338.3,-13.8023,-62.9764,338.3,-61.8529,70.4903
338.4,-13.7111,-62.968,338.4,-61.7509,70.4999
338.5,-13.6198,-62.9595,338.5,-61.6485,70.5096
338.6,-13.5286,-62.9511,338.6,-61.546,70.5193
338.7,-13.4373,-62.9427,338.7,-61.4432,70.529
338.8,-13.3461,-62.9343,338.8,-61.3403,70.5388
338.9,-13.2548,-62.926,338.9,-61.237,70.5486
339,-13.1636,-62.9176,339,-61.1335,70.5585
339.1,-13.0724,-62.9093,339.1,-61.0298,70.5684
339.2,-12.9811,-62.901,339.2,-60.9258,70.5784
339.3,-12.8899,-62.8927,339.3,-60.8216,70.5884
339.4,-12.7986,-62.8844,339.4,-60.7172,70.5985
339.5,-12.7074,-62.8761,339.5,-60.6124,70.6086
339.6,-12.6161,-62.8679,339.6,-60.5075,70.6188
339.7,-12.5249,-62.8596,339.7,-60.4023,70.629
339.8,-12.4337,-62.8514,339.8,-60.297,70.6392
339.9,-12.3425,-62.8432,339.9,-60.1912,70.6495
340,-12.2513,-62.835,340,-60.0853,70.6599
340.1,-12.16,-62.8268,340.1,-59.9792,70.6702
340.2,-12.0688,-62.8186,340.2,-59.8727,70.6807
340.3,-11.9777,-62.8105,340.3,-59.7661,70.6912
340.4,-11.8864,-62.8024,340.4,-59.6592,70.7017
340.5,-11.7953,-62.7943,340.5,-59.552,70.7123
340.6,-11.704,-62.7862,340.6,-59.4446,70.7229
340.7,-11.6129,-62.7781,340.7,-59.337,70.7336
340.8,-11.5217,-62.77,340.8,-59.2291,70.7444
340.9,-11.4305,-62.762,340.9,-59.1209,70.7551
341,-11.3394,-62.7539,341,-59.0125,70.766
341.1,-11.2482,-62.7459,341.1,-58.9038,70.7769
341.2,-11.157,-62.7379,341.2,-58.795,70.7878
341.3,-11.0659,-62.7299,341.3,-58.6858,70.7988
341.4,-10.9747,-62.7219,341.4,-58.5763,70.8098
341.5,-10.8835,-62.714,341.5,-58.4667,70.821
341.6,-10.7924,-62.706,341.6,-58.3567,70.8321
341.7,-10.7013,-62.6981,341.7,-58.2465,70.8433
341.8,-10.6102,-62.6902,341.8,-58.1361,70.8546
341.9,-10.5191,-62.6823,341.9,-58.0254,70.8659
342,-10.428,-62.6745,342,-57.9145,70.8772
342.1,-10.3369,-62.6666,342.1,-57.8032,70.8886
342.2,-10.2458,-62.6588,342.2,-57.6918,70.9001
342.3,-10.1547,-62.6509,342.3,-57.5801,70.9116
342.4,-10.0637,-62.6431,342.4,-57.468,70.9232
342.5,-9.9726,-62.6353,342.5,-57.3558,70.9348
342.6,-9.88153,-62.6276,342.6,-57.2433,70.9465
342.7,-9.7905,-62.6198,342.7,-57.1305,70.9583
342.8,-9.69946,-62.6121,342.8,-57.0175,70.9701
342.9,-9.60846,-62.6044,342.9,-56.9042,70.9819
343,-9.51746,-62.5967,343,-56.7906,70.9939
343.1,-9.42645,-62.589,343.1,-56.6768,71.0058
343.2,-9.33545,-62.5813,343.2,-56.5627,71.0179
343.3,-9.24445,-62.5736,343.3,-56.4484,71.0299
343.4,-9.1535,-62.566,343.4,-56.3337,71.0421
343.5,-9.06256,-62.5584,343.5,-56.2189,71.0543
343.6,-8.97159,-62.5508,343.6,-56.1037,71.0665
343.7,-8.88062,-62.5432,343.7,-55.9883,71.0789
343.8,-8.78973,-62.5356,343.8,-55.8726,71.0913
343.9,-8.69879,-62.5281,343.9,-55.7567,71.1037
344,-8.60788,-62.5205,344,-55.6405,71.1162
344.1,-8.517,-62.513,344.1,-55.524,71.1287
344.2,-8.42609,-62.5055,344.2,-55.4073,71.1413
344.3,-8.33524,-62.498,344.3,-55.2903,71.154
344.4,-8.24438,-62.4906,344.4,-55.173,71.1668
344.5,-8.15353,-62.4831,344.5,-55.0555,71.1796
344.6,-8.06268,-62.4757,344.6,-54.9376,71.1924
344.7,-7.97186,-62.4683,344.7,-54.8195,71.2054
344.8,-7.8811,-62.4609,344.8,-54.7012,71.2183
344.9,-7.79028,-62.4535,344.9,-54.5825,71.2314
345,-7.69952,-62.4461,345,-54.4637,71.2445
345.1,-7.6087,-62.4388,345.1,-54.3445,71.2577
345.2,-7.51794,-62.4315,345.2,-54.225,71.2709
345.3,-7.42725,-62.4242,345.3,-54.1053,71.2842
345.4,-7.33652,-62.4169,345.4,-53.9853,71.2975
345.5,-7.24579,-62.4096,345.5,-53.865,71.311
345.6,-7.15509,-62.4023,345.6,-53.7445,71.3245
345.7,-7.06439,-62.3951,345.7,-53.6237,71.338
345.8,-6.97375,-62.3879,345.8,-53.5026,71.3516
345.9,-6.88309,-62.3807,345.9,-53.3813,71.3653
346,-6.79242,-62.3735,346,-53.2596,71.3791
346.1,-6.70184,-62.3663,346.1,-53.1377,71.3929
346.2,-6.61121,-62.3591,346.2,-53.0155,71.4068
346.3,-6.52063,-62.352,346.3,-52.8931,71.4207
346.4,-6.43005,-62.3449,346.4,-52.7703,71.4347
346.5,-6.33948,-62.3378,346.5,-52.6473,71.4488
346.6,-6.2489,-62.3307,346.6,-52.524,71.4629
346.7,-6.15839,-62.3236,346.7,-52.4004,71.4772
346.8,-6.06787,-62.3166,346.8,-52.2766,71.4914
346.9,-5.97736,-62.3095,346.9,-52.1525,71.5058
347,-5.8869,-62.3025,347,-52.028,71.5202
347.1,-5.79639,-62.2955,347.1,-51.9034,71.5347
347.2,-5.70593,-62.2886,347.2,-51.7784,71.5492
347.3,-5.61554,-62.2816,347.3,-51.6532,71.5639
347.4,-5.52509,-62.2747,347.4,-51.5276,71.5786
347.5,-5.43469,-62.2677,347.5,-51.4018,71.5933
347.6,-5.3443,-62.2608,347.6,-51.2757,71.6082
347.7,-5.25391,-62.2539,347.7,-51.1494,71.6231
347.8,-5.16357,-62.2471,347.8,-51.0227,71.638
347.9,-5.07324,-62.2402,347.9,-50.8958,71.6531
348,-4.98291,-62.2334,348,-50.7686,71.6682
348.1,-4.89258,-62.2265,348.1,-50.6411,71.6834
348.2,-4.80231,-62.2197,348.2,-50.5133,71.6986
348.3,-4.71204,-62.2129,348.3,-50.3852,71.714
348.4,-4.6218,-62.2062,348.4,-50.2568,71.7294
348.5,-4.53156,-62.1994,348.5,-50.1282,71.7449
348.6,-4.44135,-62.1927,348.6,-49.9992,71.7604
348.7,-4.35114,-62.186,348.7,-49.87,71.776
348.8,-4.26099,-62.1793,348.8,-49.7405,71.7917
348.9,-4.17081,-62.1726,348.9,-49.6108,71.8075
349,-4.08066,-62.1659,349,-49.4807,71.8233
349.1,-3.99051,-62.1593,349.1,-49.3503,71.8392
349.2,-3.90039,-62.1526,349.2,-49.2196,71.8552
349.3,-3.81036,-62.146,349.3,-49.0887,71.8713
349.4,-3.72028,-62.1394,349.4,-48.9575,71.8874
349.5,-3.63019,-62.1328,349.5,-48.826,71.9036
349.6,-3.54016,-62.1263,349.6,-48.6941,71.9199
349.7,-3.45013,-62.1197,349.7,-48.562,71.9362
349.8,-3.36017,-62.1132,349.8,-48.4297,71.9527
349.9,-3.27017,-62.1067,349.9,-48.297,71.9692
350,-3.18021,-62.1002,350,-48.164,71.9858
350.1,-3.09027,-62.0937,350.1,-48.0307,72.0025
350.2,-3.00037,-62.0873,350.2,-47.8972,72.0192
350.3,-2.91046,-62.0808,350.3,-47.7633,72.036
350.4,-2.82056,-62.0744,350.4,-47.6292,72.0529
350.5,-2.73071,-62.068,350.5,-47.4947,72.0699
350.6,-2.64084,-62.0616,350.6,-47.36,72.0869
350.7,-2.55099,-62.0552,350.7,-47.2249,72.104
350.8,-2.46124,-62.0488,350.8,-47.0896,72.1212
350.9,-2.37143,-62.0425,350.9,-46.954,72.1385
351,-2.28162,-62.0362,351,-46.8181,72.1559
351.1,-2.19189,-62.0299,351.1,-46.6818,72.1733
351.2,-2.10217,-62.0236,351.2,-46.5453,72.1908
351.3,-2.01248,-62.0173,351.3,-46.4085,72.2084
351.4,-1.92279,-62.011,351.4,-46.2714,72.2261
351.5,-1.83313,-62.0048,351.5,-46.134,72.2439
351.6,-1.74347,-61.9986,351.6,-45.9962,72.2617
351.7,-1.65381,-61.9924,351.7,-45.8582,72.2796
351.8,-1.56421,-61.9862,351.8,-45.7199,72.2976
351.9,-1.47461,-61.98,351.9,-45.5812,72.3156
352,-1.38504,-61.9738,352,-45.4424,72.3338
352.1,-1.29547,-61.9677,352.1,-45.3031,72.352
352.2,-1.20593,-61.9616,352.2,-45.1635,72.3703
352.3,-1.11646,-61.9555,352.3,-45.0237,72.3887
352.4,-1.02698,-61.9494,352.4,-44.8836,72.4072
352.5,-0.9375,-61.9433,352.5,-44.7431,72.4258
352.6,-0.848022,-61.9372,352.6,-44.6023,72.4444
352.7,-0.758606,-61.9312,352.7,-44.4612,72.4631
352.8,-0.669189,-61.9251,352.8,-44.3199,72.4819
352.9,-0.579773,-61.9191,352.9,-44.1782,72.5008
353,-0.490417,-61.9131,353,-44.0363,72.5198
353.1,-0.401062,-61.9071,353.1,-43.8939,72.5388
353.2,-0.311737,-61.9012,353.2,-43.7513,72.5579
353.3,-0.222412,-61.8952,353.3,-43.6084,72.5771
353.4,-0.133148,-61.8893,353.4,-43.4651,72.5964
353.5,-0.0438843,-61.8834,353.5,-43.3216,72.6158
353.6,0.0454102,-61.8775,353.6,-43.1777,72.6353
353.7,0.134644,-61.8716,353.7,-43.0335,72.6548
353.8,0.223816,-61.8657,353.8,-42.889,72.6744
353.9,0.313049,-61.8598,353.9,-42.7442,72.6941
354,0.402222,-61.854,354,-42.5991,72.7139
354.1,0.491364,-61.8482,354.1,-42.4536,72.7338
354.2,0.580505,-61.8424,354.2,-42.3079,72.7537
354.3,0.669586,-61.8366,354.3,-42.1618,72.7738
354.4,0.758667,-61.8308,354.4,-42.0154,72.7939
354.5,0.847748,-61.825,354.5,-41.8686,72.8141
354.6,0.936798,-61.8193,354.6,-41.7215,72.8344
354.7,1.02585,-61.8135,354.7,-41.5742,72.8547
354.8,1.11481,-61.8078,354.8,-41.4265,72.8752
354.9,1.2038,-61.8021,354.9,-41.2785,72.8957
355,1.29279,-61.7964,355,-41.1301,72.9164
355.1,1.38174,-61.7907,355.1,-40.9814,72.9371
355.2,1.4707,-61.7851,355.2,-40.8324,72.9579
355.3,1.55957,-61.7794,355.3,-40.6831,72.9787
355.4,1.64847,-61.7738,355.4,-40.5334,72.9997
355.5,1.73737,-61.7682,355.5,-40.3834,73.0207
355.6,1.82617,-61.7626,355.6,-40.233,73.0419
355.7,1.91504,-61.757,355.7,-40.0823,73.0631
355.8,2.00385,-61.7514,355.8,-39.9314,73.0844
355.9,2.09262,-61.7458,355.9,-39.78,73.1058
356,2.1814,-61.7403,356,-39.6283,73.1272
356.1,2.27017,-61.7348,356.1,-39.4763,73.1488
356.2,2.35889,-61.7292,356.2,-39.324,73.1704
356.3,2.44757,-61.7237,356.3,-39.1713,73.1921
356.4,2.53629,-61.7182,356.4,-39.0182,73.2139
356.5,2.62497,-61.7128,356.5,-38.8648,73.2358
356.6,2.71362,-61.7073,356.6,-38.7111,73.2578
356.7,2.80225,-61.7018,356.7,-38.557,73.2799
356.8,2.89087,-61.6964,356.8,-38.4027,73.302
356.9,2.97943,-61.691,356.9,-38.2479,73.3242
357,3.06802,-61.6856,357,-38.0927,73.3465
357.1,3.15662,-61.6802,357.1,-37.9372,73.3689
357.2,3.24512,-61.6748,357.2,-37.7814,73.3914
357.3,3.33362,-61.6694,357.3,-37.6253,73.414
357.4,3.42212,-61.664,357.4,-37.4688,73.4366
357.5,3.51062,-61.6587,357.5,-37.3119,73.4594
357.6,3.59906,-61.6533,357.6,-37.1546,73.4822
357.7,3.68753,-61.648,357.7,-36.9971,73.5051
357.8,3.77594,-61.6427,357.8,-36.8391,73.5281
357.9,3.86432,-61.6374,357.9,-36.6808,73.5512
358,3.9527,-61.6321,358,-36.5221,73.5743
358.1,4.04111,-61.6269,358.1,-36.3631,73.5976
358.2,4.12946,-61.6216,358.2,-36.2036,73.6209
358.3,4.21777,-61.6163,358.3,-36.0439,73.6443
358.4,4.30609,-61.6111,358.4,-35.8837,73.6678
358.5,4.39441,-61.6059,358.5,-35.7232,73.6914
358.6,4.48267,-61.6007,358.6,-35.5623,73.715
358.7,4.57092,-61.5955,358.7,-35.401,73.7387
358.8,4.65912,-61.5903,358.8,-35.2394,73.7626
358.9,4.74738,-61.5851,358.9,-35.0774,73.7865
359,4.83557,-61.5799,359,-34.9149,73.8105
359.1,4.92377,-61.5748,359.1,-34.7521,73.8345
359.2,5.0119,-61.5696,359.2,-34.589,73.8587
359.3,5.10004,-61.5645,359.3,-34.4254,73.8829
359.4,5.18817,-61.5594,359.4,-34.2615,73.9073
359.5,5.27631,-61.5543,359.5,-34.0972,73.9317
359.6,5.36438,-61.5492,359.6,-33.9324,73.9561
359.7,5.45248,-61.5441,359.7,-33.7673,73.9807
359.8,5.54053,-61.539,359.8,-33.6019,74.0053
359.9,5.62854,-61.5339,359.9,-33.436,74.0301
