Lon_io_S,Lon_ifp_S,Lat_ifp_S,Lon_io_N,Lon_ifp_N,Lat_ifp_N
151.8,125.101,-68.4974,151.8,159.317,47.7728
151.9,125.189,-68.5189,151.9,159.364,47.7711
152,125.277,-68.5405,152,159.41,47.7694
152.1,125.365,-68.562,152.1,159.457,47.7677
152.2,125.454,-68.5836,152.2,159.504,47.7661
152.3,125.542,-68.6052,152.3,159.55,47.7646
152.4,125.631,-68.6267,152.4,159.597,47.7631
152.5,125.72,-68.6483,152.5,159.643,47.7616
152.6,125.808,-68.6698,152.6,159.69,47.7602
152.7,125.897,-68.6914,152.7,159.737,47.7589
152.8,125.986,-68.713,152.8,159.783,47.7576
152.9,126.076,-68.7345,152.9,159.83,47.7564
153,126.165,-68.7561,153,159.877,47.7552
153.1,126.254,-68.7777,153.1,159.923,47.7541
153.2,126.344,-68.7992,153.2,159.97,47.753
153.3,126.434,-68.8208,153.3,160.017,47.752
153.4,126.523,-68.8424,153.4,160.063,47.751
153.5,126.613,-68.8639,153.5,160.11,47.7501
153.6,126.703,-68.8855,153.6,160.156,47.7492
153.7,126.793,-68.9071,153.7,160.203,47.7484
153.8,126.884,-68.9286,153.8,160.25,47.7477
153.9,126.974,-68.9502,153.9,160.296,47.747
154,127.065,-68.9718,154,160.343,47.7463
154.1,127.155,-68.9934,154.1,160.39,47.7457
154.2,127.246,-69.0149,154.2,160.436,47.7452
154.3,127.337,-69.0365,154.3,160.483,47.7447
154.4,127.428,-69.0581,154.4,160.53,47.7442
154.5,127.519,-69.0797,154.5,160.576,47.7438
154.6,127.61,-69.1012,154.6,160.623,47.7435
154.7,127.702,-69.1228,154.7,160.669,47.7432
154.8,127.793,-69.1444,154.8,160.716,47.743
154.9,127.885,-69.166,154.9,160.763,47.7428
155,127.977,-69.1876,155,160.809,47.7426
155.1,128.069,-69.2092,155.1,160.856,47.7426
155.2,128.161,-69.2308,155.2,160.903,47.7425
155.3,128.253,-69.2523,155.3,160.949,47.7425
155.4,128.345,-69.2739,155.4,160.996,47.7426
155.5,128.438,-69.2955,155.5,161.042,47.7427
155.6,128.531,-69.3171,155.6,161.089,47.7429
155.7,128.623,-69.3387,155.7,161.136,47.7431
155.8,128.716,-69.3603,155.8,161.182,47.7434
155.9,128.809,-69.3819,155.9,161.229,47.7437
156,128.902,-69.4035,156,161.276,47.7441
156.1,128.996,-69.4251,156.1,161.322,47.7445
156.2,129.089,-69.4467,156.2,161.369,47.745
156.3,129.183,-69.4683,156.3,161.415,47.7455
156.4,129.276,-69.4899,156.4,161.462,47.7461
156.5,129.37,-69.5115,156.5,161.509,47.7468
156.6,129.464,-69.5331,156.6,161.555,47.7474
156.7,129.559,-69.5547,156.7,161.602,47.7482
156.8,129.653,-69.5763,156.8,161.648,47.749
156.9,129.747,-69.5979,156.9,161.695,47.7498
157,129.842,-69.6195,157,161.742,47.7507
157.1,129.937,-69.6411,157.1,161.788,47.7516
157.2,130.032,-69.6627,157.2,161.835,47.7526
157.3,130.127,-69.6843,157.3,161.881,47.7536
157.4,130.222,-69.7059,157.4,161.928,47.7547
157.5,130.317,-69.7276,157.5,161.975,47.7558
157.6,130.413,-69.7492,157.6,162.021,47.757
157.7,130.509,-69.7708,157.7,162.068,47.7582
157.8,130.604,-69.7924,157.8,162.114,47.7595
157.9,130.7,-69.814,157.9,162.161,47.7608
158,130.797,-69.8356,158,162.208,47.7622
158.1,130.893,-69.8572,158.1,162.254,47.7636
158.2,130.989,-69.8788,158.2,162.301,47.7651
158.3,131.086,-69.9005,158.3,162.347,47.7666
158.4,131.183,-69.9221,158.4,162.394,47.7682
158.5,131.28,-69.9437,158.5,162.441,47.7698
158.6,131.377,-69.9653,158.6,162.487,47.7715
158.7,131.474,-69.9869,158.7,162.534,47.7732
158.8,131.572,-70.0086,158.8,162.58,47.775
158.9,131.669,-70.0302,158.9,162.627,47.7768
159,131.767,-70.0518,159,162.674,47.7786
159.1,131.865,-70.0734,159.1,162.72,47.7805
159.2,131.963,-70.095,159.2,162.767,47.7825
159.3,132.061,-70.1166,159.3,162.813,47.7845
159.4,132.16,-70.1383,159.4,162.86,47.7866
159.5,132.258,-70.1599,159.5,162.907,47.7887
159.6,132.357,-70.1815,159.6,162.953,47.7908
159.7,132.456,-70.2031,159.7,163,47.793
159.8,132.555,-70.2247,159.8,163.046,47.7952
159.9,132.654,-70.2463,159.9,163.093,47.7975
160,132.754,-70.268,160,163.14,47.7999
160.1,132.853,-70.2896,160.1,163.186,47.8023
160.2,132.953,-70.3112,160.2,163.233,47.8047
160.3,133.053,-70.3328,160.3,163.279,47.8072
160.4,133.153,-70.3544,160.4,163.326,47.8097
160.5,133.254,-70.3761,160.5,163.372,47.8123
160.6,133.354,-70.3977,160.6,163.419,47.8149
160.7,133.455,-70.4193,160.7,163.466,47.8176
160.8,133.556,-70.4409,160.8,163.512,47.8203
160.9,133.657,-70.4625,160.9,163.559,47.823
161,133.758,-70.4841,161,163.605,47.8259
161.1,133.859,-70.5057,161.1,163.652,47.8287
161.2,133.961,-70.5273,161.2,163.699,47.8316
161.3,134.063,-70.5489,161.3,163.745,47.8346
161.4,134.165,-70.5705,161.4,163.792,47.8375
161.5,134.267,-70.5922,161.5,163.838,47.8406
161.6,134.369,-70.6138,161.6,163.885,47.8437
161.7,134.472,-70.6354,161.7,163.932,47.8468
161.8,134.575,-70.657,161.8,163.978,47.85
161.9,134.677,-70.6786,161.9,164.025,47.8532
162,134.78,-70.7002,162,164.072,47.8565
162.1,134.884,-70.7218,162.1,164.118,47.8598
162.2,134.987,-70.7433,162.2,164.165,47.8632
162.3,135.091,-70.7649,162.3,164.211,47.8665
162.4,135.195,-70.7865,162.4,164.258,47.87
162.5,135.299,-70.8081,162.5,164.305,47.8735
162.6,135.403,-70.8297,162.6,164.351,47.877
162.7,135.507,-70.8513,162.7,164.398,47.8806
162.8,135.612,-70.8728,162.8,164.445,47.8843
162.9,135.717,-70.8944,162.9,164.491,47.8879
163,135.822,-70.916,163,164.538,47.8916
163.1,135.927,-70.9376,163.1,164.584,47.8954
163.2,136.032,-70.9591,163.2,164.631,47.8992
163.3,136.138,-70.9807,163.3,164.678,47.9031
163.4,136.244,-71.0023,163.4,164.724,47.907
163.5,136.35,-71.0238,163.5,164.771,47.9109
163.6,136.456,-71.0454,163.6,164.818,47.9149
163.7,136.562,-71.0669,163.7,164.864,47.9189
163.8,136.669,-71.0885,163.8,164.911,47.923
163.9,136.776,-71.11,163.9,164.958,47.9271
164,136.883,-71.1316,164,165.004,47.9313
164.1,136.99,-71.1531,164.1,165.051,47.9355
164.2,137.098,-71.1746,164.2,165.098,47.9398
164.3,137.205,-71.1961,164.3,165.144,47.944
164.4,137.313,-71.2177,164.4,165.191,47.9484
164.5,137.421,-71.2392,164.5,165.238,47.9528
164.6,137.529,-71.2607,164.6,165.284,47.9572
164.7,137.638,-71.2822,164.7,165.331,47.9617
164.8,137.747,-71.3037,164.8,165.378,47.9662
164.9,137.855,-71.3252,164.9,165.425,47.9707
165,137.965,-71.3467,165,165.471,47.9753
165.1,138.074,-71.3682,165.1,165.518,47.98
165.2,138.183,-71.3897,165.2,165.565,47.9846
165.3,138.293,-71.4111,165.3,165.612,47.9894
165.4,138.403,-71.4326,165.4,165.658,47.9941
165.5,138.513,-71.4541,165.5,165.705,47.999
165.6,138.624,-71.4755,165.6,165.752,48.0038
165.7,138.734,-71.497,165.7,165.799,48.0087
165.8,138.845,-71.5184,165.8,165.845,48.0136
165.9,138.956,-71.5399,165.9,165.892,48.0186
166,139.067,-71.5613,166,165.939,48.0236
166.1,139.179,-71.5827,166.1,165.986,48.0287
166.2,139.29,-71.6041,166.2,166.032,48.0338
166.3,139.402,-71.6255,166.3,166.079,48.039
166.4,139.514,-71.6469,166.4,166.126,48.0442
166.5,139.627,-71.6683,166.5,166.173,48.0494
166.6,139.739,-71.6897,166.6,166.22,48.0547
166.7,139.852,-71.7111,166.7,166.267,48.06
166.8,139.965,-71.7325,166.8,166.313,48.0653
166.9,140.078,-71.7538,166.9,166.36,48.0708
167,140.192,-71.7752,167,166.407,48.0762
167.1,140.306,-71.7965,167.1,166.454,48.0817
167.2,140.42,-71.8178,167.2,166.501,48.0872
167.3,140.534,-71.8392,167.3,166.548,48.0928
167.4,140.648,-71.8605,167.4,166.595,48.0984
167.5,140.763,-71.8818,167.5,166.641,48.104
167.6,140.877,-71.9031,167.6,166.688,48.1097
167.7,140.993,-71.9244,167.7,166.735,48.1155
167.8,141.108,-71.9457,167.8,166.782,48.1212
167.9,141.223,-71.9669,167.9,166.829,48.1271
168,141.339,-71.9882,168,166.876,48.1329
168.1,141.455,-72.0094,168.1,166.923,48.1388
168.2,141.571,-72.0307,168.2,166.97,48.1447
168.3,141.688,-72.0519,168.3,167.017,48.1507
168.4,141.804,-72.0731,168.4,167.064,48.1567
168.5,141.921,-72.0943,168.5,167.111,48.1628
168.6,142.039,-72.1155,168.6,167.158,48.1689
168.7,142.156,-72.1367,168.7,167.205,48.175
168.8,142.274,-72.1578,168.8,167.252,48.1812
168.9,142.391,-72.179,168.9,167.299,48.1874
169,142.51,-72.2001,169,167.346,48.1937
169.1,142.628,-72.2213,169.1,167.393,48.2
169.2,142.746,-72.2424,169.2,167.44,48.2063
169.3,142.865,-72.2635,169.3,167.487,48.2127
169.4,142.984,-72.2846,169.4,167.534,48.2191
169.5,143.104,-72.3057,169.5,167.582,48.2256
169.6,143.223,-72.3267,169.6,167.629,48.2321
169.7,143.343,-72.3478,169.7,167.676,48.2386
169.8,143.463,-72.3688,169.8,167.723,48.2452
169.9,143.583,-72.3898,169.9,167.77,48.2518
170,143.704,-72.4108,170,167.817,48.2584
170.1,143.825,-72.4318,170.1,167.864,48.2651
170.2,143.946,-72.4528,170.2,167.912,48.2719
170.3,144.067,-72.4738,170.3,167.959,48.2787
170.4,144.188,-72.4947,170.4,168.006,48.2855
170.5,144.31,-72.5156,170.5,168.053,48.2923
170.6,144.432,-72.5365,170.6,168.101,48.2992
170.7,144.554,-72.5574,170.7,168.148,48.3061
170.8,144.677,-72.5783,170.8,168.195,48.3131
170.9,144.799,-72.5992,170.9,168.242,48.3201
171,144.922,-72.62,171,168.29,48.3272
171.1,145.046,-72.6409,171.1,168.337,48.3342
171.2,145.169,-72.6617,171.2,168.384,48.3414
171.3,145.293,-72.6825,171.3,168.432,48.3485
171.4,145.417,-72.7033,171.4,168.479,48.3557
171.5,145.541,-72.724,171.5,168.526,48.3629
171.6,145.665,-72.7448,171.6,168.574,48.3702
171.7,145.79,-72.7655,171.7,168.621,48.3775
171.8,145.915,-72.7862,171.8,168.669,48.3849
171.9,146.04,-72.8069,171.9,168.716,48.3923
172,146.166,-72.8275,172,168.763,48.3997
172.1,146.292,-72.8482,172.1,168.811,48.4072
172.2,146.418,-72.8688,172.2,168.858,48.4147
172.3,146.544,-72.8894,172.3,168.906,48.4222
172.4,146.67,-72.91,172.4,168.953,48.4298
172.5,146.797,-72.9305,172.5,169.001,48.4374
172.6,146.924,-72.9511,172.6,169.048,48.445
172.7,147.051,-72.9716,172.7,169.096,48.4527
172.8,147.179,-72.9921,172.8,169.144,48.4605
172.9,147.307,-73.0126,172.9,169.191,48.4682
173,147.435,-73.0331,173,169.239,48.476
173.1,147.563,-73.0535,173.1,169.286,48.4839
173.2,147.692,-73.0739,173.2,169.334,48.4917
173.3,147.82,-73.0943,173.3,169.382,48.4997
173.4,147.949,-73.1146,173.4,169.429,48.5076
173.5,148.079,-73.135,173.5,169.477,48.5156
173.6,148.208,-73.1553,173.6,169.525,48.5236
173.7,148.338,-73.1756,173.7,169.573,48.5317
173.8,148.468,-73.1959,173.8,169.62,48.5398
173.9,148.599,-73.2161,173.9,169.668,48.5479
174,148.729,-73.2363,174,169.716,48.5561
174.1,148.86,-73.2565,174.1,169.764,48.5643
174.2,148.991,-73.2767,174.2,169.811,48.5725
174.3,149.123,-73.2968,174.3,169.859,48.5808
174.4,149.254,-73.317,174.4,169.907,48.5891
174.5,149.386,-73.337,174.5,169.955,48.5975
174.6,149.519,-73.3571,174.6,170.003,48.6059
174.7,149.651,-73.3771,174.7,170.051,48.6143
174.8,149.784,-73.3972,174.8,170.099,48.6227
174.9,149.917,-73.4171,174.9,170.147,48.6312
175,150.05,-73.4371,175,170.195,48.6398
175.1,150.184,-73.457,175.1,170.243,48.6483
175.2,150.317,-73.4769,175.2,170.291,48.6569
175.3,150.451,-73.4968,175.3,170.339,48.6656
175.4,150.586,-73.5166,175.4,170.387,48.6742
175.5,150.72,-73.5364,175.5,170.435,48.6829
175.6,150.855,-73.5562,175.6,170.483,48.6917
175.7,150.99,-73.576,175.7,170.531,48.7005
175.8,151.126,-73.5957,175.8,170.579,48.7093
175.9,151.261,-73.6154,175.9,170.627,48.7181
176,151.397,-73.6351,176,170.675,48.727
176.1,151.533,-73.6547,176.1,170.724,48.7359
176.2,151.67,-73.6743,176.2,170.772,48.7449
176.3,151.806,-73.6939,176.3,170.82,48.7539
176.4,151.943,-73.7134,176.4,170.868,48.7629
176.5,152.08,-73.7329,176.5,170.917,48.7719
176.6,152.218,-73.7524,176.6,170.965,48.781
176.7,152.356,-73.7718,176.7,171.013,48.7901
176.8,152.494,-73.7912,176.8,171.062,48.7993
176.9,152.632,-73.8106,176.9,171.11,48.8085
177,152.771,-73.8299,177,171.158,48.8177
177.1,152.909,-73.8492,177.1,171.207,48.827
177.2,153.049,-73.8685,177.2,171.255,48.8363
177.3,153.188,-73.8877,177.3,171.304,48.8456
177.4,153.327,-73.9069,177.4,171.352,48.855
177.5,153.467,-73.9261,177.5,171.401,48.8643
177.6,153.608,-73.9452,177.6,171.449,48.8738
177.7,153.748,-73.9643,177.7,171.498,48.8832
177.8,153.889,-73.9834,177.8,171.546,48.8928
177.9,154.03,-74.0024,177.9,171.595,48.9023
178,154.171,-74.0214,178,171.643,48.9118
178.1,154.312,-74.0403,178.1,171.692,48.9214
178.2,154.454,-74.0592,178.2,171.741,48.9311
178.3,154.596,-74.0781,178.3,171.789,48.9407
178.4,154.738,-74.0969,178.4,171.838,48.9504
178.5,154.881,-74.1157,178.5,171.887,48.9601
178.6,155.024,-74.1345,178.6,171.935,48.9699
178.7,155.167,-74.1532,178.7,171.984,48.9797
178.8,155.31,-74.1718,178.8,172.033,48.9895
178.9,155.454,-74.1905,178.9,172.082,48.9994
179,155.598,-74.2091,179,172.13,49.0093
179.1,155.742,-74.2276,179.1,172.179,49.0192
179.2,155.886,-74.2461,179.2,172.228,49.0291
179.3,156.031,-74.2646,179.3,172.277,49.0391
179.4,156.176,-74.283,179.4,172.326,49.0492
179.5,156.321,-74.3014,179.5,172.375,49.0592
179.6,156.467,-74.3198,179.6,172.424,49.0693
179.7,156.612,-74.3381,179.7,172.473,49.0794
179.8,156.758,-74.3563,179.8,172.522,49.0896
179.9,156.905,-74.3745,179.9,172.571,49.0997
180,157.051,-74.3927,180,172.62,49.1099
180.1,157.198,-74.4108,180.1,172.669,49.1202
180.2,157.345,-74.4289,180.2,172.718,49.1304
180.3,157.492,-74.447,180.3,172.767,49.1407
180.4,157.64,-74.465,180.4,172.816,49.1511
180.5,157.788,-74.4829,180.5,172.866,49.1614
180.6,157.936,-74.5008,180.6,172.915,49.1718
180.7,158.084,-74.5187,180.7,172.964,49.1823
180.8,158.233,-74.5365,180.8,173.013,49.1927
180.9,158.382,-74.5542,180.9,173.063,49.2032
181,158.531,-74.572,181,173.112,49.2137
181.1,158.68,-74.5896,181.1,173.161,49.2243
181.2,158.83,-74.6073,181.2,173.21,49.2349
181.3,158.98,-74.6248,181.3,173.26,49.2455
181.4,159.13,-74.6424,181.4,173.309,49.2561
181.5,159.281,-74.6599,181.5,173.359,49.2668
181.6,159.432,-74.6773,181.6,173.408,49.2775
181.7,159.582,-74.6947,181.7,173.458,49.2882
181.8,159.734,-74.712,181.8,173.507,49.299
181.9,159.885,-74.7293,181.9,173.557,49.3097
182,160.037,-74.7465,182,173.606,49.3205
182.1,160.189,-74.7637,182.1,173.656,49.3314
182.2,160.341,-74.7808,182.2,173.705,49.3423
182.3,160.494,-74.7979,182.3,173.755,49.3532
182.4,160.647,-74.815,182.4,173.804,49.3641
182.5,160.8,-74.8319,182.5,173.854,49.3751
182.6,160.953,-74.8489,182.6,173.904,49.3861
182.7,161.106,-74.8657,182.7,173.953,49.3971
182.8,161.26,-74.8826,182.8,174.003,49.4081
182.9,161.414,-74.8993,182.9,174.053,49.4192
183,161.569,-74.916,183,174.103,49.4303
183.1,161.723,-74.9327,183.1,174.153,49.4414
183.2,161.878,-74.9493,183.2,174.202,49.4526
183.3,162.033,-74.9659,183.3,174.252,49.4638
183.4,162.188,-74.9824,183.4,174.302,49.475
183.5,162.344,-74.9988,183.5,174.352,49.4862
183.6,162.5,-75.0152,183.6,174.402,49.4975
183.7,162.656,-75.0316,183.7,174.452,49.5088
183.8,162.812,-75.0478,183.8,174.502,49.5201
183.9,162.968,-75.0641,183.9,174.552,49.5315
184,163.125,-75.0802,184,174.602,49.5429
184.1,163.282,-75.0963,184.1,174.652,49.5543
184.2,163.44,-75.1124,184.2,174.702,49.5657
184.3,163.597,-75.1284,184.3,174.752,49.5772
184.4,163.755,-75.1443,184.4,174.802,49.5886
184.5,163.913,-75.1602,184.5,174.852,49.6002
184.6,164.071,-75.176,184.6,174.902,49.6117
184.7,164.229,-75.1918,184.7,174.953,49.6233
184.8,164.388,-75.2075,184.8,175.003,49.6349
184.9,164.547,-75.2232,184.9,175.053,49.6465
185,164.706,-75.2387,185,175.103,49.6581
185.1,164.866,-75.2543,185.1,175.154,49.6698
185.2,165.025,-75.2697,185.2,175.204,49.6815
185.3,165.185,-75.2852,185.3,175.254,49.6932
185.4,165.345,-75.3005,185.4,175.305,49.705
185.5,165.506,-75.3158,185.5,175.355,49.7167
185.6,165.666,-75.331,185.6,175.405,49.7285
185.7,165.827,-75.3462,185.7,175.456,49.7403
185.8,165.988,-75.3613,185.8,175.506,49.7522
185.9,166.149,-75.3763,185.9,175.557,49.7641
186,166.311,-75.3913,186,175.607,49.776
186.1,166.473,-75.4062,186.1,175.658,49.7879
186.2,166.635,-75.4211,186.2,175.708,49.7998
186.3,166.797,-75.4359,186.3,175.759,49.8118
186.4,166.959,-75.4506,186.4,175.81,49.8238
186.5,167.122,-75.4652,186.5,175.86,49.8358
186.6,167.285,-75.4799,186.6,175.911,49.8478
186.7,167.448,-75.4944,186.7,175.962,49.8599
186.8,167.611,-75.5089,186.8,176.012,49.872
186.9,167.774,-75.5233,186.9,176.063,49.8841
187,167.938,-75.5376,187,176.114,49.8962
187.1,168.102,-75.5519,187.1,176.164,49.9084
187.2,168.266,-75.5661,187.2,176.215,49.9206
187.3,168.431,-75.5802,187.3,176.266,49.9328
187.4,168.595,-75.5943,187.4,176.317,49.945
187.5,168.76,-75.6083,187.5,176.368,49.9572
187.6,168.925,-75.6223,187.6,176.419,49.9695
187.7,169.09,-75.6361,187.7,176.47,49.9818
187.8,169.256,-75.65,187.8,176.52,49.9941
187.9,169.421,-75.6637,187.9,176.571,50.0065
188,169.587,-75.6774,188,176.622,50.0188
188.1,169.753,-75.691,188.1,176.673,50.0312
188.2,169.919,-75.7045,188.2,176.724,50.0436
188.3,170.086,-75.718,188.3,176.775,50.056
188.4,170.252,-75.7314,188.4,176.827,50.0685
188.5,170.419,-75.7447,188.5,176.878,50.0809
188.6,170.586,-75.758,188.6,176.929,50.0934
188.7,170.753,-75.7712,188.7,176.98,50.1059
188.8,170.921,-75.7843,188.8,177.031,50.1185
188.9,171.088,-75.7974,188.9,177.082,50.131
189,171.256,-75.8104,189,177.133,50.1436
189.1,171.424,-75.8233,189.1,177.185,50.1562
189.2,171.592,-75.8361,189.2,177.236,50.1688
189.3,171.76,-75.8489,189.3,177.287,50.1814
189.4,171.929,-75.8616,189.4,177.338,50.1941
189.5,172.098,-75.8743,189.5,177.39,50.2067
189.6,172.266,-75.8868,189.6,177.441,50.2194
189.7,172.435,-75.8993,189.7,177.492,50.2322
189.8,172.605,-75.9117,189.8,177.544,50.2449
189.9,172.774,-75.9241,189.9,177.595,50.2576
190,172.944,-75.9364,190,177.647,50.2704
190.1,173.113,-75.9486,190.1,177.698,50.2832
190.2,173.283,-75.9607,190.2,177.75,50.296
190.3,173.453,-75.9728,190.3,177.801,50.3088
190.4,173.624,-75.9847,190.4,177.852,50.3217
190.5,173.794,-75.9967,190.5,177.904,50.3345
190.6,173.965,-76.0085,190.6,177.956,50.3474
190.7,174.136,-76.0203,190.7,178.007,50.3603
190.8,174.306,-76.032,190.8,178.059,50.3732
190.9,174.478,-76.0436,190.9,178.11,50.3862
191,174.649,-76.0551,191,178.162,50.3991
191.1,174.82,-76.0666,191.1,178.214,50.4121
191.2,174.992,-76.078,191.2,178.265,50.425
191.3,175.163,-76.0893,191.3,178.317,50.4381
191.4,175.335,-76.1006,191.4,178.369,50.4511
191.5,175.507,-76.1117,191.5,178.42,50.4641
191.6,175.679,-76.1228,191.6,178.472,50.4772
191.7,175.852,-76.1339,191.7,178.524,50.4902
191.8,176.024,-76.1448,191.8,178.576,50.5033
191.9,176.197,-76.1557,191.9,178.628,50.5164
192,176.369,-76.1665,192,178.679,50.5296
192.1,176.542,-76.1772,192.1,178.731,50.5427
192.2,176.715,-76.1879,192.2,178.783,50.5558
192.3,176.888,-76.1984,192.3,178.835,50.569
192.4,177.062,-76.2089,192.4,178.887,50.5822
192.5,177.235,-76.2193,192.5,178.939,50.5954
192.6,177.409,-76.2297,192.6,178.991,50.6086
192.7,177.582,-76.2399,192.7,179.043,50.6218
192.8,177.756,-76.2501,192.8,179.095,50.6351
192.9,177.93,-76.2602,192.9,179.147,50.6483
193,178.104,-76.2703,193,179.199,50.6616
193.1,178.278,-76.2802,193.1,179.251,50.6749
193.2,178.452,-76.2901,193.2,179.303,50.6882
193.3,178.627,-76.2999,193.3,179.355,50.7015
193.4,178.801,-76.3096,193.4,179.407,50.7149
193.5,178.976,-76.3193,193.5,179.459,50.7282
193.6,179.151,-76.3289,193.6,179.511,50.7416
193.7,179.325,-76.3384,193.7,179.563,50.7549
193.8,179.5,-76.3478,193.8,179.616,50.7683
193.9,179.675,-76.3571,193.9,179.668,50.7817
194,179.851,-76.3664,194,179.72,50.7952
194.1,180.026,-76.3756,194.1,179.772,50.8086
194.2,180.201,-76.3847,194.2,179.824,50.822
194.3,180.376,-76.3937,194.3,179.877,50.8355
194.4,180.552,-76.4026,194.4,179.929,50.8489
194.5,180.728,-76.4115,194.5,179.981,50.8624
194.6,180.903,-76.4203,194.6,180.033,50.8759
194.7,181.079,-76.429,194.7,180.086,50.8894
194.8,181.255,-76.4377,194.8,180.138,50.9029
194.9,181.431,-76.4462,194.9,180.19,50.9165
195,181.607,-76.4547,195,180.243,50.93
195.1,181.783,-76.4631,195.1,180.295,50.9436
195.2,181.959,-76.4714,195.2,180.348,50.9571
195.3,182.136,-76.4796,195.3,180.4,50.9707
195.4,182.312,-76.4878,195.4,180.452,50.9843
195.5,182.488,-76.4959,195.5,180.505,50.9979
195.6,182.665,-76.5039,195.6,180.557,51.0115
195.7,182.841,-76.5118,195.7,180.61,51.0251
195.8,183.018,-76.5197,195.8,180.662,51.0388
195.9,183.195,-76.5274,195.9,180.715,51.0524
196,183.371,-76.5351,196,180.767,51.0661
196.1,183.548,-76.5427,196.1,180.82,51.0797
196.2,183.725,-76.5503,196.2,180.873,51.0934
196.3,183.902,-76.5577,196.3,180.925,51.1071
196.4,184.079,-76.5651,196.4,180.978,51.1208
196.5,184.256,-76.5724,196.5,181.03,51.1345
196.6,184.433,-76.5796,196.6,181.083,51.1482
196.7,184.61,-76.5867,196.7,181.136,51.1619
196.8,184.787,-76.5938,196.8,181.188,51.1757
196.9,184.964,-76.6008,196.9,181.241,51.1894
197,185.141,-76.6077,197,181.294,51.2032
197.1,185.319,-76.6145,197.1,181.346,51.2169
197.2,185.496,-76.6212,197.2,181.399,51.2307
197.3,185.673,-76.6279,197.3,181.452,51.2445
197.4,185.851,-76.6345,197.4,181.504,51.2583
197.5,186.028,-76.641,197.5,181.557,51.2721
197.6,186.205,-76.6474,197.6,181.61,51.2859
197.7,186.383,-76.6538,197.7,181.663,51.2997
197.8,186.56,-76.66,197.8,181.715,51.3136
197.9,186.738,-76.6662,197.9,181.768,51.3274
198,186.915,-76.6723,198,181.821,51.3412
198.1,187.093,-76.6784,198.1,181.874,51.3551
198.2,187.27,-76.6843,198.2,181.927,51.3689
198.3,187.448,-76.6902,198.3,181.98,51.3828
198.4,187.625,-76.696,198.4,182.032,51.3967
198.5,187.803,-76.7017,198.5,182.085,51.4106
198.6,187.98,-76.7074,198.6,182.138,51.4245
198.7,188.158,-76.7129,198.7,182.191,51.4384
198.8,188.335,-76.7184,198.8,182.244,51.4523
198.9,188.513,-76.7238,198.9,182.297,51.4662
199,188.69,-76.7291,199,182.35,51.4801
199.1,188.868,-76.7344,199.1,182.403,51.494
199.2,189.045,-76.7395,199.2,182.456,51.508
199.3,189.223,-76.7446,199.3,182.509,51.5219
199.4,189.4,-76.7497,199.4,182.562,51.5359
199.5,189.578,-76.7546,199.5,182.615,51.5498
199.6,189.755,-76.7595,199.6,182.668,51.5638
199.7,189.933,-76.7642,199.7,182.721,51.5777
199.8,190.11,-76.7689,199.8,182.774,51.5917
199.9,190.287,-76.7736,199.9,182.827,51.6057
200,190.465,-76.7781,200,182.88,51.6197
200.1,190.642,-76.7826,200.1,182.933,51.6337
200.2,190.819,-76.787,200.2,182.986,51.6477
200.3,190.997,-76.7913,200.3,183.039,51.6617
200.4,191.174,-76.7955,200.4,183.092,51.6757
200.5,191.351,-76.7997,200.5,183.145,51.6897
200.6,191.528,-76.8038,200.6,183.198,51.7038
200.7,191.705,-76.8078,200.7,183.252,51.7178
200.8,191.882,-76.8117,200.8,183.305,51.7318
200.9,192.059,-76.8156,200.9,183.358,51.7459
201,192.236,-76.8194,201,183.411,51.7599
201.1,192.413,-76.8231,201.1,183.464,51.774
201.2,192.59,-76.8267,201.2,183.517,51.788
201.3,192.767,-76.8303,201.3,183.571,51.8021
201.4,192.944,-76.8337,201.4,183.624,51.8161
201.5,193.12,-76.8371,201.5,183.677,51.8302
201.6,193.297,-76.8405,201.6,183.73,51.8443
201.7,193.474,-76.8437,201.7,183.783,51.8584
201.8,193.65,-76.8469,201.8,183.837,51.8725
201.9,193.827,-76.85,201.9,183.89,51.8866
202,194.003,-76.853,202,183.943,51.9006
202.1,194.179,-76.856,202.1,183.996,51.9148
202.2,194.356,-76.8588,202.2,184.05,51.9288
202.3,194.532,-76.8616,202.3,184.103,51.943
202.4,194.708,-76.8644,202.4,184.156,51.9571
202.5,194.884,-76.867,202.5,184.21,51.9712
202.6,195.06,-76.8696,202.6,184.263,51.9853
202.7,195.236,-76.8721,202.7,184.316,51.9994
202.8,195.411,-76.8746,202.8,184.37,52.0136
202.9,195.587,-76.8769,202.9,184.423,52.0277
203,195.763,-76.8792,203,184.476,52.0418
203.1,195.938,-76.8814,203.1,184.53,52.056
203.2,196.114,-76.8836,203.2,184.583,52.0701
203.3,196.289,-76.8856,203.3,184.636,52.0843
203.4,196.464,-76.8876,203.4,184.69,52.0984
203.5,196.639,-76.8895,203.5,184.743,52.1126
203.6,196.815,-76.8914,203.6,184.796,52.1268
203.7,196.989,-76.8932,203.7,184.85,52.1409
203.8,197.164,-76.8949,203.8,184.903,52.1551
203.9,197.339,-76.8965,203.9,184.957,52.1693
204,197.514,-76.8981,204,185.01,52.1834
204.1,197.688,-76.8996,204.1,185.063,52.1976
204.2,197.863,-76.901,204.2,185.117,52.2118
204.3,198.037,-76.9024,204.3,185.17,52.226
204.4,198.211,-76.9036,204.4,185.224,52.2402
